k1 k2 k3
6.422317919766304395e-02 -9.538949464433010839e-03 2.733415723418092247e-03
6.444250072430665610e-02 -9.781041185277686290e-03 2.312712736354763376e-03
6.291280555422221199e-02 -1.020131054093528777e-02 2.403723187421630270e-03
6.377768207098619135e-02 -8.241808267877445693e-03 2.836677427563216725e-03
6.420557403171794908e-02 -8.403591164227217081e-03 2.946157707856930652e-03
6.281876608742736900e-02 -9.537701302743645249e-03 3.090110771822154878e-03
6.483831737376061222e-02 -9.153923529835766848e-03 2.362595852719515110e-03
6.309893352267553768e-02 -8.969201488508188325e-03 1.570456120777469211e-03
6.359325974201820997e-02 -8.610640822802120842e-03 2.418082307386187901e-03
6.277509267872041776e-02 -9.294976107274088850e-03 3.261544071877064965e-03
6.298825848125130800e-02 -9.074130300378929759e-03 2.141846708148403833e-03
6.244280429594087356e-02 -8.853436251889029718e-03 1.893725649084271323e-03
6.325596936089100675e-02 -1.186935786809853455e-02 1.306219757943538617e-03
6.247143082422776383e-02 -8.837035432802592405e-03 2.169789292684520809e-03
6.360262102823358021e-02 -1.033783958830306049e-02 2.160187512893041450e-03
6.291353276066177780e-02 -1.007964078652150153e-02 1.430265949729128683e-03
6.396287966208089038e-02 -7.519000866999928090e-03 1.641900961737524645e-03
6.303027672787181457e-02 -8.534584084822244288e-03 3.294493943059986774e-03
6.477822573961020125e-02 -9.341776158013875841e-03 2.298835565554185889e-03
6.237148772572229105e-02 -8.274006196573618910e-03 5.852488287342999529e-04
6.331980358989564017e-02 -8.857479288261874140e-03 2.397115580596548279e-03
6.445543642138426566e-02 -1.061095310845697193e-02 3.329789905175142839e-03
6.323769533240294893e-02 -9.721960446062327676e-03 1.301908665236786722e-03
6.437440527231946819e-02 -8.614563142202685819e-03 2.310160401895952620e-03
6.373454005446643755e-02 -8.645804894877776037e-03 1.990618421006590255e-03
6.376983888564582981e-02 -9.244743846152009281e-03 1.438654497046526481e-03
6.333325134269560119e-02 -8.449958645304650462e-03 1.057332061520505073e-03
6.349582437636600019e-02 -7.801307814356228665e-03 2.581848143268894447e-03
6.371999797044178293e-02 -8.767113354210764875e-03 3.110265884537846692e-03
6.452315436559255546e-02 -9.765044777227532835e-03 2.747043075372435084e-03
6.242475472676095594e-02 -1.152192305110524839e-02 1.282451294630046479e-03
6.411746012558749985e-02 -9.700593304809115858e-03 2.945656405261676269e-03
6.445579797324504923e-02 -7.546292141495172801e-03 1.177004300587244923e-03
6.479344860012054008e-02 -9.434819013993442360e-03 1.759576808902443834e-03
6.336779888511948067e-02 -8.045424448483232127e-03 1.942202646270430044e-03
6.325665408656966360e-02 -9.597292701435541917e-03 2.852408288639335376e-03
6.286584222573329828e-02 -9.881898029576813292e-03 1.192294570756716188e-03
6.273751180878403555e-02 -8.554348044862492007e-03 2.077686730199479470e-03
6.379164639419995786e-02 -1.062424585236279584e-02 1.281834454014946223e-03
6.415614914876593966e-02 -9.291173609619979290e-03 2.245074631581342461e-03
6.343543666735573794e-02 -1.003493057475438044e-02 2.087734854129094653e-03
6.293316840509941001e-02 -8.189702319199340663e-03 1.698751307893722751e-03
6.474417257603387599e-02 -6.920628409451012875e-03 1.025549006359136039e-03
6.297928148808260018e-02 -9.058454317589975657e-03 1.461465281266741134e-03
6.414538291802521219e-02 -8.647657072471212625e-03 3.752096075929703400e-03
6.387821037537858015e-02 -1.103847624500478575e-02 2.343077314230404551e-03
6.319576385203129476e-02 -8.462801962049223969e-03 1.411145776293754039e-03
6.478434471024660524e-02 -9.411624440339688702e-03 3.050169990205839343e-03
6.446572773385914057e-02 -8.042277696379218632e-03 2.539306785576858627e-03
6.273709234988908423e-02 -9.288567494284874493e-03 2.186825397793162873e-03
6.400410827188418583e-02 -8.701655097243257697e-03 2.255997768721013097e-03
6.332933764569378954e-02 -9.974778992471844408e-03 3.095145508243746235e-03
6.385951595748798337e-02 -8.992713401068067047e-03 1.978440096649200508e-03
6.432235188969681605e-02 -9.830513670956858574e-03 2.492943364553301677e-03
6.212615965820070252e-02 -9.010412722816121822e-03 3.844395375327991360e-03
6.240391723193439155e-02 -1.127252637486340914e-02 1.567862985351942129e-03
6.392172485727803943e-02 -8.681363607782294212e-03 1.593008450863075964e-03
6.516306469411067837e-02 -8.234729014198680086e-03 2.716484491672874202e-03
6.306760623134186061e-02 -1.000752652132259890e-02 6.995297119911647599e-04
6.379018044350409644e-02 -1.035068457773533068e-02 1.810483063783799307e-03
6.417411926983945802e-02 -8.765626581748980906e-03 1.961486738660547791e-03
6.352795138340597281e-02 -1.002939814769077120e-02 1.862233667633564349e-03
6.410250829503308378e-02 -8.621854501997566755e-03 2.106346120377258768e-03
6.297928148808260018e-02 -9.058454317589975657e-03 1.461465281266741134e-03
6.428950176821254803e-02 -9.196055692026389172e-03 3.361652606690301859e-03
6.405046741496317475e-02 -8.300535584509632914e-03 1.466633194769612070e-03
6.324575745443869468e-02 -9.809041025901285571e-03 1.167761645802262160e-03
6.322528269380287003e-02 -7.721441267538070585e-03 2.462068718444454518e-03
6.263603489830990578e-02 -9.340015884529068169e-03 3.498599539481977994e-03
6.571984735713021220e-02 -6.962135020901441540e-03 1.610363493232805365e-03
6.357521296124071797e-02 -1.048379352718585567e-02 1.832116581361981078e-03
6.283645159199696684e-02 -9.639830762421058852e-03 2.255689089917134460e-03
6.280092074810891822e-02 -9.067870382467910217e-03 1.047270436380948189e-03
6.326954765799694402e-02 -1.012329886596562145e-02 2.072458509199348597e-03
6.445931057203588277e-02 -8.498982205549232560e-03 2.567628596619297987e-03
6.296732235838700675e-02 -1.153636834474265627e-02 2.452239665289956960e-03
6.305724901813955507e-02 -8.253708967602343960e-03 2.225374123698026230e-03
6.358880189759538726e-02 -8.298531779606502234e-03 3.276903423488491951e-03
6.288426394125121166e-02 -8.863458527216774852e-03 2.318120754551983298e-03
6.317520748019581078e-02 -8.610137829236433338e-03 2.072775768067858237e-03
6.362052133858131509e-02 -1.002783442687103788e-02 1.764317048804642241e-03
6.431122587675225377e-02 -9.331945745621586519e-03 6.583369670158240039e-04
6.426585236235191068e-02 -9.481127663253069437e-03 1.614352113989594995e-03
6.271967484155002714e-02 -9.614665006942829661e-03 2.500838873438021581e-03
6.562368955420155858e-02 -9.010415297975069016e-03 1.983345211507045458e-03
6.354403868422520141e-02 -8.148736813520990330e-03 2.319075268388592903e-03
6.379967659168786498e-02 -9.536894152212260778e-03 1.543875176960973761e-03
6.294927973909733576e-02 -9.247070116100625237e-03 1.763857962959552994e-03
6.379948831347009852e-02 -9.849314618882262784e-03 1.882052473040268792e-03
6.390460319610216655e-02 -8.456042829708659836e-03 2.862536013113523015e-03
6.391948061824598293e-02 -9.583051571709244598e-03 1.093191672547177973e-03
6.428302539537864013e-02 -9.736621653456706271e-03 1.236721787394465255e-03
6.398406666490333294e-02 -7.998732444379055839e-03 2.279461151107997630e-03
6.629156010021744483e-02 -8.507931023711168272e-03 3.601183288347714617e-03
6.386099585523011268e-02 -9.794441554404134664e-03 3.120475511731266027e-03
6.413829851014157812e-02 -8.945668671057629973e-03 1.543314620233937617e-03
6.189540930594475410e-02 -1.000115237569045024e-02 2.228259296537388190e-03
6.242906421055716137e-02 -7.785084385499310700e-03 3.752352803256836511e-03
6.419206708626259972e-02 -9.006320439784373799e-03 2.655749615390140539e-03
6.430506963724369474e-02 -9.387985261062659070e-03 2.380623351225089057e-03
6.299680004305788228e-02 -8.662097850759678530e-03 2.612051673253401596e-03
6.359363912981197409e-02 -9.372416421277424137e-03 1.972269998088749254e-03
6.258930506739565636e-02 -9.554225655017845042e-03 1.604533191299870043e-03
6.431836230001927723e-02 -9.572874593466507154e-03 1.767043501599757649e-03
6.330633347337466521e-02 -1.008168851053145576e-02 2.327318642759590439e-03
6.396852047562326393e-02 -7.809136315892417635e-03 2.129882900132870627e-03
6.314979826769329119e-02 -8.217881187426709366e-03 1.458677309293249236e-03
6.360262102823358021e-02 -1.033783958830306049e-02 2.160187512893041450e-03
6.396121726707765243e-02 -1.066932749215597498e-02 1.460191837391475178e-03
