k1 k2 k3
7.927734857945128999e-02 -1.809994433541751990e-02 7.616550536011040817e-03
7.880859460071651390e-02 -2.265737551266709671e-02 8.822454228539583498e-03
7.801737563844882151e-02 -1.949342104823856281e-02 5.557582088531076714e-03
8.013838411566051589e-02 -1.920789833154669390e-02 8.352092332847366185e-03
7.888620200357493450e-02 -1.821522195432316582e-02 6.403383252067268439e-03
7.987129369282036651e-02 -1.943098859366668152e-02 6.920231569363527457e-03
7.870088928131108164e-02 -1.931764042697456385e-02 5.464379003569400095e-03
7.861019941021649138e-02 -2.054504213178265370e-02 7.198345782182452579e-03
7.795482340538870125e-02 -2.017424125137332047e-02 6.762073401583593157e-03
7.920326126188478866e-02 -1.864055517997674494e-02 6.764038339059433302e-03
8.077657557949421974e-02 -1.792223121197025759e-02 6.277599720414417384e-03
7.847701987997998674e-02 -1.847759155070237413e-02 9.912898263670782972e-03
7.997578434320370966e-02 -1.713981431044271642e-02 8.296789779542512733e-03
7.842157247413253374e-02 -2.099059006719601606e-02 6.439613969959262496e-03
8.037414680733337424e-02 -1.657055091736613084e-02 7.741867029943352851e-03
7.805017540223821437e-02 -1.838090594347471796e-02 8.122326277515440340e-03
7.981273215396700316e-02 -1.894080409412375599e-02 7.181727483920735677e-03
7.943553472368600210e-02 -1.883781230782871630e-02 6.528182676858687583e-03
8.054321127907737576e-02 -1.855365497993100021e-02 6.107404740666330656e-03
8.111826244972600297e-02 -1.920037246547394438e-02 6.484149502295963319e-03
8.021111020966156802e-02 -1.806883814712620384e-02 7.585257615595725200e-03
7.919076990681359063e-02 -1.916169384245089424e-02 8.009428760068534880e-03
7.957461368613472086e-02 -2.054554650535721227e-02 7.708207775090000768e-03
7.898838974279373537e-02 -2.029716757758603940e-02 7.429689157452831760e-03
7.965600647098491915e-02 -1.870566758440997401e-02 5.687201000848102206e-03
8.055947420086861932e-02 -1.604071198450274238e-02 8.375560036432763700e-03
7.696051330908951216e-02 -2.002068485678540344e-02 6.407005094925560806e-03
8.062383167292075381e-02 -1.961893371091541494e-02 6.330717613077269101e-03
7.917658142238312435e-02 -2.028081343435235440e-02 6.511083063013983763e-03
8.060213767692400721e-02 -1.776348895058933730e-02 7.882640077515518096e-03
7.875763755295073221e-02 -1.927294989802261216e-02 6.465654741395127081e-03
7.982915857528177783e-02 -1.908752598049855143e-02 7.134966691138111550e-03
7.948119422912383603e-02 -2.025666866278832967e-02 6.379226335958859684e-03
7.867444205928905698e-02 -1.772471695840935335e-02 7.599619244135241702e-03
8.014281836822337302e-02 -1.830730724010667942e-02 6.352302634418327543e-03
8.111826244972600297e-02 -1.920037246547394438e-02 6.484149502295963319e-03
8.034241745688128211e-02 -1.864800046252187982e-02 5.311831042240061640e-03
7.892803439178677771e-02 -1.850271607902873039e-02 9.514733101253919356e-03
8.076595146642609468e-02 -1.697499343281473616e-02 4.665951336508183944e-03
7.922862627324930851e-02 -2.035581372084707685e-02 5.651800252896493904e-03
7.885235720329950015e-02 -1.817767195356587151e-02 6.554748351470934820e-03
7.879823350596434905e-02 -1.652186176806186291e-02 7.934510910728123645e-03
8.044246145902997358e-02 -1.802267908336960267e-02 8.102571010750431180e-03
7.990095427021584595e-02 -1.777153525126320965e-02 6.264593876300406095e-03
7.943861328458959314e-02 -2.068037630662480919e-02 5.978577094655546098e-03
7.828770502653409347e-02 -1.881801782716116533e-02 7.244680306544654114e-03
7.980679675763821534e-02 -1.939964760123795429e-02 5.734926379285673614e-03
7.954268011843201869e-02 -1.843597890405240802e-02 7.391087323646045038e-03
7.959251705360789741e-02 -1.994039001479187834e-02 6.837115690197431705e-03
7.975810153323645291e-02 -1.819371503841693549e-02 5.549420232573876177e-03
7.887583303953921154e-02 -1.871649933653340980e-02 5.797692992922764965e-03
7.864703140673756643e-02 -2.048435389655955952e-02 7.713514710967664390e-03
7.869847146002023619e-02 -2.075292884128518422e-02 6.525807822807205838e-03
7.949477082757247515e-02 -1.846568415497720772e-02 6.634539534398159466e-03
7.890158420716078536e-02 -2.062166213597144138e-02 5.614533931624920982e-03
7.899266438780935817e-02 -2.047737646845280979e-02 6.370611054319061384e-03
7.985851945091429482e-02 -1.780159658269744871e-02 8.000342636855312106e-03
7.899662354594166880e-02 -1.791990297331644277e-02 8.732375833385180863e-03
8.221610287761704772e-02 -1.917110267990539130e-02 7.344902752013202085e-03
8.063139418248657653e-02 -1.897130125560315961e-02 7.695762293535746146e-03
8.025959670850776884e-02 -1.783450362468090578e-02 8.192249639461607336e-03
8.021569441913822818e-02 -1.907400774995098025e-02 7.536192934978730440e-03
7.933778346990819075e-02 -2.036878157605384598e-02 6.043493321103030058e-03
7.711481753811885720e-02 -2.034172808255009512e-02 7.524580792390267447e-03
7.969098634798418845e-02 -1.792901981274400147e-02 8.686431032355029780e-03
8.022001236660086798e-02 -1.776416603689251472e-02 6.701670041775326103e-03
7.842052851345437947e-02 -1.778939599893931967e-02 6.345903461739271778e-03
7.746317700295399233e-02 -1.906098713922996235e-02 5.588594484722708700e-03
7.982938160170940933e-02 -1.772484988484038237e-02 7.771031848140055875e-03
7.903889411195430537e-02 -1.796289836317827016e-02 7.651108219310559511e-03
7.956732332543398067e-02 -1.878830923081623028e-02 7.899920772377153066e-03
7.982339573170213476e-02 -1.955077707025561218e-02 6.449431613723757839e-03
8.054299539033427102e-02 -1.654915228855001474e-02 8.123870199214427990e-03
8.064361033756825559e-02 -1.843875190240676365e-02 4.907967167199142611e-03
8.150550233594469618e-02 -1.908757079446418703e-02 7.406892160446654216e-03
8.123491651574782368e-02 -1.926706189376836686e-02 8.319656195727415104e-03
7.876751363640271952e-02 -1.762225691121947768e-02 7.613566572533453369e-03
8.117823037303975586e-02 -1.730191625028121294e-02 6.062620606503310583e-03
7.924476033873759095e-02 -1.853683824507389166e-02 7.780752200561888432e-03
8.010811716689766881e-02 -1.979368119211827315e-02 5.959304553292660289e-03
7.876862501402756567e-02 -1.861245258427283999e-02 7.582821379989529431e-03
7.943269081936726872e-02 -1.730996687846890481e-02 6.977830634952358890e-03
7.878101484577285096e-02 -1.733507797113749416e-02 7.749045067116266949e-03
7.925750685499269310e-02 -1.794392231271824123e-02 7.508076728283102907e-03
8.071500120574323645e-02 -1.712805201916176023e-02 6.502409641249956573e-03
7.914952616434259292e-02 -1.971268945006128537e-02 7.037683178465287126e-03
8.113414867118667884e-02 -1.820094973132499461e-02 7.569163758223695915e-03
7.888371101528296458e-02 -1.971672872334091775e-02 6.936548946311876795e-03
7.947367269833224834e-02 -1.933400496806345070e-02 6.239199140237627894e-03
8.089225357980289743e-02 -1.957006508306771697e-02 6.513923450699898865e-03
7.866510760940145786e-02 -2.002798046574968960e-02 7.453653729874096245e-03
7.818775016396886657e-02 -1.829675088047007236e-02 8.990682929112356336e-03
7.899662354594166880e-02 -1.791990297331644277e-02 8.732375833385180863e-03
7.951386404016294596e-02 -1.654350430535914129e-02 8.394173372634483599e-03
7.952147445572493867e-02 -1.849013854398909307e-02 6.295948789245359167e-03
8.013072811028443265e-02 -1.848602200585501565e-02 7.106603812293416089e-03
7.898528033438620422e-02 -1.987133591937666199e-02 6.641930912944710164e-03
8.011568173820102223e-02 -1.907620276180946317e-02 6.078227419713505553e-03
7.855073408048329764e-02 -1.958034436111419363e-02 4.197522531986158656e-03
8.079495932190514096e-02 -1.806957447848231424e-02 5.483503957240037918e-03
8.159634254915409945e-02 -2.035124897824511225e-02 7.049961196159498789e-03
8.117144150573771255e-02 -1.821401084174475993e-02 6.733542829790467588e-03
7.838849559791891131e-02 -2.026264297456824293e-02 6.263422875995100503e-03
7.929484490788260564e-02 -2.151488339178082854e-02 7.553335714051589989e-03
7.870607479446076193e-02 -1.769469813583550433e-02 6.929413653240110160e-03
7.960216764390012911e-02 -2.042471238322959848e-02 6.975099062046144494e-03
7.822552005182192847e-02 -1.853869528046112047e-02 6.815341670936780893e-03
7.634361202428585624e-02 -1.859084263450275221e-02 6.136139494620246326e-03
8.010256228658693689e-02 -1.964261100052529241e-02 5.746071714427120058e-03
7.841700704157184010e-02 -2.113855197532892027e-02 6.447727486666374186e-03
7.743275637373983611e-02 -1.898702756013888326e-02 8.002424820189354970e-03
8.079528071420438717e-02 -1.853354177091325050e-02 6.675049269563443355e-03
7.943247272864603636e-02 -1.874330181004710272e-02 8.324669041435223127e-03
8.124803675865999164e-02 -1.875235512539252802e-02 5.663857475952993603e-03
7.904547672547462822e-02 -1.819534888638563164e-02 7.464177577030287059e-03
7.984464080850461887e-02 -2.076659239164489745e-02 6.311478760884337014e-03
8.034241745688128211e-02 -1.864800046252187982e-02 5.311831042240061640e-03
7.965412084278353233e-02 -1.885537400384998397e-02 6.109015284492258502e-03
7.997214038901154232e-02 -2.125655885315905214e-02 2.580533866358480921e-03
7.886782246165732757e-02 -1.702388104918277356e-02 5.895446162269807333e-03
7.962297445206231727e-02 -1.701927157063556906e-02 9.266078764762375464e-03
8.030117448112841783e-02 -1.818417504745642455e-02 6.847244797049650833e-03
7.959968931292402128e-02 -1.986042001255802769e-02 5.636975405567137831e-03
7.981289391784537890e-02 -1.707933337555971043e-02 5.711970150019229919e-03
7.892468742232180978e-02 -1.761447446402616968e-02 6.840536547274525536e-03
7.960216764390012911e-02 -2.042471238322959848e-02 6.975099062046144494e-03
7.823089405618133263e-02 -1.889698006141349307e-02 6.489869473505091579e-03
8.060213767692400721e-02 -1.776348895058933730e-02 7.882640077515518096e-03
8.059633820802941662e-02 -1.860085251180870758e-02 5.311806274663294358e-03
7.766314751451799947e-02 -1.941311588891786455e-02 7.875608126947236665e-03
7.906450449559962457e-02 -1.591366466374546929e-02 6.974585888194731464e-03
7.948189625352330978e-02 -1.896517676087182414e-02 5.814028996816891781e-03
7.805210392859782131e-02 -1.976312542313291010e-02 7.071792217440697748e-03
7.912723550324762822e-02 -1.921275709912975693e-02 7.071366380804050555e-03
7.966685515324303801e-02 -1.805920708467587121e-02 7.397714322135873211e-03
7.841928212031976098e-02 -1.956318210725581375e-02 7.105659450629492335e-03
7.962178949675494111e-02 -1.867967434619689782e-02 4.734376124070974190e-03
7.932240129337456147e-02 -2.004119039365456767e-02 6.691099828539548433e-03
8.020108538019415922e-02 -1.925152721496427299e-02 4.930838177443816472e-03
7.847430592137066840e-02 -1.799983749241192144e-02 8.334218361588763280e-03
7.989413863994562770e-02 -2.054781396400386095e-02 5.802754509896715374e-03
7.916817643174908770e-02 -2.072287783480065981e-02 6.824459644971220262e-03
8.143432212901760558e-02 -1.983310282730257890e-02 6.096695996830048259e-03
8.190253805760353001e-02 -1.976987677885221062e-02 6.365758491555670306e-03
7.982275057767437842e-02 -1.917143197369711172e-02 5.023422230825969059e-03
7.954983284236802343e-02 -1.916644312943860395e-02 8.537400588247298638e-03
8.076440824827474385e-02 -1.848160179187884056e-02 6.939399073091198633e-03
7.946811943907913789e-02 -1.844389554721263813e-02 9.613100707611010876e-03
7.886445193555036148e-02 -1.852026086720601206e-02 7.400001771135270023e-03
8.004203737019574549e-02 -1.649658608737214482e-02 7.007363324121967940e-03
7.923208270896772709e-02 -1.869579189791087392e-02 6.635469223067902433e-03
7.948167831280439355e-02 -1.812467843726359162e-02 6.979171798201552757e-03
7.927775713893195353e-02 -1.999795610988885919e-02 5.373025503134301606e-03
8.088014668448884059e-02 -1.868077318872157777e-02 7.938100332867750741e-03
8.229131067251235776e-02 -1.674212927393217698e-02 7.723292812753385084e-03
