k1 k2 k3
6.273841318634398867e-02 -7.153268765513004501e-03 2.032228833743543461e-03
6.317816488269131781e-02 -7.451936453227489543e-03 7.117263018594915946e-04
6.291502997027728639e-02 -8.067767657623486910e-03 8.543407008519549040e-04
6.329319878332043126e-02 -7.077235093473632777e-03 1.926621209600409834e-03
6.305006519542302734e-02 -7.599380289371099328e-03 1.352203552523120744e-03
6.270916494573605671e-02 -8.444977860893015942e-03 7.952346238329494055e-04
6.332334588756080573e-02 -7.519850132697014633e-03 2.401149309835523549e-03
6.326461019644066819e-02 -7.848536032953157271e-03 1.558789742601263129e-03
6.204915079174366799e-02 -8.338487007924694216e-03 1.827639470652606124e-03
6.297337839019331862e-02 -7.900932487039269425e-03 2.129699095534953734e-05
6.359193727148487740e-02 -6.832681140199969860e-03 1.744239219160961807e-03
6.313640179120741380e-02 -7.267766517344759203e-03 2.489233534157156424e-03
6.271811454519293783e-02 -8.749805917863909266e-03 1.238258124696398066e-03
6.304020570908572263e-02 -7.775543222453634717e-03 1.262820665842781520e-03
6.316694150615478898e-02 -8.231134002675458139e-03 5.297088274567596233e-04
6.233545379203728198e-02 -7.579949761034585065e-03 1.871169996810875813e-03
6.376738590579919541e-02 -7.873974626256191600e-03 9.654038055106062277e-04
6.397885314253698441e-02 -7.651244567137588382e-03 1.538101368990504869e-03
6.297343045527911687e-02 -6.646493198653347090e-03 2.099156921493122718e-03
6.348645028500318754e-02 -7.112147041750033205e-03 1.907009947879734213e-03
6.308469424891449684e-02 -6.885187000912035282e-03 1.884972782708937977e-03
6.428725951064859223e-02 -7.309850057180961036e-03 1.714410650079004061e-03
6.237152728164596649e-02 -7.667691284846636646e-03 1.145820445105805163e-03
6.302272052462865037e-02 -6.904084252521092147e-03 1.256671425635541572e-03
6.233545379203728198e-02 -7.579949761034585065e-03 1.871169996810875813e-03
6.301763985852551486e-02 -8.226222798867532937e-03 1.646653777739509605e-03
6.295604591089221103e-02 -7.021408491837216603e-03 2.279692042118863782e-03
6.307548376221466802e-02 -7.989053037828264259e-03 1.774050029773863169e-03
6.263750798282824439e-02 -7.261424546494699150e-03 1.941429723478688141e-03
6.383767357911007689e-02 -7.297169467956263200e-03 2.112777571258536713e-03
6.272340456532682351e-02 -8.358805320755752222e-03 1.301003741969314342e-03
6.282521934992013612e-02 -8.215265125344567432e-03 1.277210541226175833e-03
