k1 k2 k3
7.888480945023393365e-02 -1.400016471842810417e-02 4.129721329247090789e-03
8.133448992083552875e-02 -1.195116536023733966e-02 5.574352477432209518e-03
7.999800103183257738e-02 -1.398511117514897317e-02 4.431088442389041759e-03
8.006106780532695755e-02 -1.289784369569148270e-02 5.556736516467555842e-03
7.861226948305211071e-02 -1.421714181730207582e-02 4.350826927183887305e-03
8.001213227235959291e-02 -1.444749961299589269e-02 3.485485972053087300e-03
7.924071256298786947e-02 -1.593845514503368366e-02 5.094114308922453871e-03
7.847010290550776590e-02 -1.551665342859877283e-02 4.304500211888245831e-03
7.998310929362412169e-02 -1.384722221141336529e-02 4.615637608890985066e-03
8.012762194393838189e-02 -1.423099085114740148e-02 4.482797327279811062e-03
7.993250128721468561e-02 -1.416211210830363443e-02 6.031546976362239798e-03
7.866352458919020907e-02 -1.312460504602200317e-02 4.411247901404791172e-03
7.959507629289469532e-02 -1.343048553450934546e-02 5.817085120292844747e-03
7.964689859064810751e-02 -1.421927873298062250e-02 3.834212844062448444e-03
7.989346453488321842e-02 -1.345212039083430733e-02 5.065858335352307895e-03
7.971249878487868257e-02 -1.382267056000330285e-02 2.965203878335612164e-03
8.057120705244882886e-02 -1.281468303093494243e-02 4.990460798556251021e-03
7.852018556993070608e-02 -1.473207447148976168e-02 5.262053084669163217e-03
7.888576757003595841e-02 -1.446252628578256760e-02 4.628053397986525708e-03
8.037956609116098106e-02 -1.231338559506681141e-02 6.316902091145354392e-03
7.878399849516598552e-02 -1.530966157672661310e-02 5.129230513052057683e-03
7.689635454881257881e-02 -1.522472608728771271e-02 6.316451436198772251e-03
7.865558125686111790e-02 -1.399621105900931972e-02 4.368518725388875756e-03
7.903956280429932924e-02 -1.529797833988290334e-02 4.354689292157459812e-03
8.003368847695382926e-02 -1.482492174909544325e-02 4.620020888835021933e-03
7.970015056522483654e-02 -1.468974684992231661e-02 5.795514008504115688e-03
7.894616445899446666e-02 -1.513680483806255361e-02 3.704684411515238307e-03
7.736275206362375201e-02 -1.649114952671668077e-02 6.063060533320840939e-03
