k1 k2 k3
7.883277216371631368e-02 -1.548000609294178376e-02 5.179663693552313819e-03
7.939263084492184652e-02 -1.411043795010942514e-02 4.658825521944007231e-03
7.875744450103785987e-02 -1.384265284299318610e-02 5.494138241941379230e-03
8.052194906144838349e-02 -1.510564253459076300e-02 4.035222280107816917e-03
7.979969608882656051e-02 -1.627031229068365281e-02 4.539173394619511193e-03
7.877949420048088736e-02 -1.505416017392570416e-02 4.780399932288181830e-03
8.002147720577768020e-02 -1.471858927819551244e-02 7.222006806345507290e-03
7.885443728735838653e-02 -1.382870054615545352e-02 4.631583804533073723e-03
7.942774213412368001e-02 -1.436811856282342592e-02 3.154747088170345437e-03
7.980698336920671876e-02 -1.541948292551187372e-02 4.259907791278050304e-03
7.976092622003527755e-02 -1.510738159319835461e-02 4.513013255298403692e-03
8.104395310176054634e-02 -1.505766887430336209e-02 4.856560978598059575e-03
7.777032405689265904e-02 -1.665336682347801078e-02 1.777441670647306182e-03
8.026277418019064913e-02 -1.276083492855470403e-02 4.557678917119709072e-03
8.068393833750311939e-02 -1.609703010661255040e-02 3.344967612486038355e-03
8.093167247244428819e-02 -1.342697635129434797e-02 5.637087591478046056e-03
8.035830175870106729e-02 -1.394163084610172687e-02 5.197335212465875598e-03
7.942804452931334636e-02 -1.448730112442891960e-02 5.102473749913280510e-03
7.962203724921609882e-02 -1.547496703914437444e-02 5.398301902696633903e-03
7.839372243508516136e-02 -1.358062557036228413e-02 4.846929464852017810e-03
7.938997425978036593e-02 -1.594620940010896271e-02 4.412313698042999444e-03
7.829386795581316782e-02 -1.397823457154485915e-02 5.822972749856686336e-03
8.001992699382784457e-02 -1.412194752014014898e-02 5.830226920708850291e-03
7.957196653571185774e-02 -1.483610488607281508e-02 3.867359018393926040e-03
8.041888792690271570e-02 -1.642328216985973477e-02 6.121744067638129616e-03
7.718860464632867902e-02 -1.479618430590003142e-02 6.335815436320071936e-03
8.121597363052984742e-02 -1.365191159621080563e-02 5.753553575415362720e-03
7.745890610806455134e-02 -1.747193570875361923e-02 6.944407001825234071e-03
8.011961826506927564e-02 -1.518321596434484000e-02 4.443769044230827525e-03
8.024098085402900371e-02 -1.490463685939162619e-02 2.684466106985181066e-03
7.962734914272712183e-02 -1.451572188003999453e-02 4.882139770511509380e-03
8.139651090852015325e-02 -1.494141877438172339e-02 2.996097063955677209e-03
7.894146018197895076e-02 -1.277132244965341334e-02 5.127455769166247568e-03
7.984386995574990764e-02 -1.453020542341292021e-02 3.737850958534100210e-03
7.904818169256577765e-02 -1.388166620689439135e-02 3.758969312017287900e-03
8.011383892325815714e-02 -1.301033975842909307e-02 6.709667495590918018e-03
7.831559731661558166e-02 -1.511320979698800582e-02 3.932085066444893084e-03
8.141491733786754281e-02 -1.402872151776649035e-02 4.507410004368023193e-03
7.983969151826147970e-02 -1.394423835743757722e-02 3.119525690795182937e-03
7.939837910993829961e-02 -1.546384310052058286e-02 6.495104764928288921e-03
7.928435800767957842e-02 -1.466453747958751386e-02 5.522049940567846926e-03
7.700538915329216416e-02 -1.567335226301844187e-02 7.339469044587570989e-03
7.980325344747793426e-02 -1.523164206113356012e-02 5.651949865152605668e-03
7.947825782459946864e-02 -1.476055618454844010e-02 4.947371775366818381e-03
7.884176597146050347e-02 -1.573169701372625906e-02 4.669920989512160725e-03
7.897567402335059494e-02 -1.568192362521989014e-02 5.372286995167313561e-03
8.034283377298809259e-02 -1.433781111382945173e-02 4.901177212987731235e-03
7.982556139779567461e-02 -1.470153470752036395e-02 4.114903266332681220e-03
8.152119695800041921e-02 -1.577617788907473284e-02 4.683048481560564413e-03
7.962293260933220318e-02 -1.392674794610831990e-02 5.233788160224309149e-03
7.849611058705049937e-02 -1.628152404748182958e-02 3.597736867681985973e-03
7.903198834759794789e-02 -1.506348023607864683e-02 3.186699502957426877e-03
7.950892770351297711e-02 -1.538031952311613715e-02 5.235588415282294017e-03
7.905826711769467496e-02 -1.519527542915963259e-02 6.436753655299970456e-03
7.793983516895663932e-02 -1.577561818322982534e-02 4.000852903748922107e-03
7.822797826252009257e-02 -1.401297205702992099e-02 3.664476939388428001e-03
7.988019836265711215e-02 -1.369937242270165279e-02 4.863134503540630926e-03
8.081186683607152754e-02 -1.578933016700836967e-02 4.105585407788311936e-03
7.867672725377275467e-02 -1.493095684004513979e-02 4.820926506842515558e-03
8.009748994527440824e-02 -1.418971106395748583e-02 6.413902065030743782e-03
8.170002229818937312e-02 -1.326489760800877993e-02 5.905576050495214835e-03
7.945607220660685921e-02 -1.413080631564739287e-02 4.792748811915409357e-03
8.038370154709256754e-02 -1.426935881246395310e-02 5.628566800178161356e-03
7.917393029804092874e-02 -1.428365277960634561e-02 4.171074891946430219e-03
7.836616778991908894e-02 -1.497733713757191942e-02 5.780857274915257582e-03
7.875154373457401991e-02 -1.519140431318358186e-02 3.746361232604702995e-03
8.045105924273562858e-02 -1.608914552668914977e-02 3.022456060276762502e-03
7.946088647790003345e-02 -1.520790345729947091e-02 4.562160798128947481e-03
7.962876875247767994e-02 -1.516110752133140172e-02 5.171783513232844354e-03
7.793983516895663932e-02 -1.577561818322982534e-02 4.000852903748922107e-03
8.132621969582881638e-02 -1.450438486581055730e-02 4.635143032192506896e-03
7.935546667181223035e-02 -1.635088588721274327e-02 5.935661194906363680e-03
7.759571916495688892e-02 -1.397633526166722207e-02 4.639994470944985849e-03
7.892084139633781525e-02 -1.351331215397069685e-02 6.349486721504898901e-03
8.060983541683655607e-02 -1.772124715494788338e-02 2.501431073955090456e-03
8.015455014792879918e-02 -1.586516223625059063e-02 4.089205025639183755e-03
8.112889807620865534e-02 -1.625641653913015294e-02 4.170339399027486738e-03
8.110823173445097511e-02 -1.524996210243405315e-02 7.642515387336110133e-03
