k1 k2 k3
6.335203840841649447e-02 -8.142067080669321277e-03 2.382236189436851004e-03
6.336528618991071893e-02 -7.735060467554094599e-03 3.212753277313365463e-03
6.357130924688914053e-02 -8.811233036270654795e-03 1.569548611591975451e-03
6.363819934956424507e-02 -8.143667648971869566e-03 1.897035594743343156e-03
6.314220659479730102e-02 -8.527494435457277921e-03 2.307619081967332564e-03
6.396761115931332009e-02 -1.036688914516037396e-02 2.446789134849636227e-03
6.348888461511800752e-02 -8.447677597673564076e-03 2.509202298733484437e-03
6.289549117700227177e-02 -9.495564660597824447e-03 1.517352502122662483e-03
6.371551746289269569e-02 -8.720390214421308572e-03 2.260922538260184966e-03
6.404619117951565466e-02 -9.664220528682793132e-03 1.041799819244765279e-03
6.350034525027867249e-02 -8.740218144093717112e-03 2.792767844787963361e-03
6.309246011111749319e-02 -8.554394135790205356e-03 1.613753637911011229e-03
6.410943620439013557e-02 -8.057297439473129486e-03 3.073954683067967042e-03
6.315272051378956197e-02 -8.896181032619687734e-03 2.358093441181902117e-03
6.418388961466364728e-02 -8.926488563732001835e-03 2.926277554776549050e-03
6.346912690805192603e-02 -8.103488849870804644e-03 1.393535914593041491e-03
6.367898576724503878e-02 -7.499216423030724554e-03 2.317758369623224013e-03
6.358208963749092946e-02 -8.597058467732981990e-03 2.926153596140873558e-03
6.380743264702642970e-02 -9.231297441588709463e-03 1.960257938009954404e-03
6.389963077985688633e-02 -7.136829932973681734e-03 1.885564284077267949e-03
6.391249401946305642e-02 -8.209826480129800430e-03 4.529157152261251151e-03
6.428269848568857192e-02 -6.560881054361422660e-03 3.228613972546215405e-03
6.314763036790096984e-02 -7.692478961912455060e-03 3.651503246647938572e-03
6.370077326354578462e-02 -8.920189837335307237e-03 2.509743715225346006e-03
6.340669908102727903e-02 -7.992709570234041161e-03 2.516625082410059444e-03
6.338757639400510735e-02 -6.619758208131806820e-03 2.968077989262199456e-03
6.405766109898791694e-02 -6.980695397548503101e-03 3.034375426551966237e-03
6.321555748157761667e-02 -1.007305176063710839e-02 2.048090651120035299e-03
6.383673707489387339e-02 -8.569603843607859206e-03 2.221465144074175058e-03
6.409645722027565440e-02 -9.255163363956445122e-03 1.897947186116535900e-03
6.331093076830870969e-02 -8.433797545762941605e-03 2.747859872764046862e-03
6.277799461975772100e-02 -9.304499752006131774e-03 3.101137147516655479e-03
6.305457779613163338e-02 -8.772135486030396834e-03 2.282597080390219579e-03
6.401206961920100080e-02 -9.507131739470625620e-03 1.347343299312742104e-03
6.385963034800434812e-02 -9.172056149286955673e-03 2.238180452566670975e-03
6.384818940724565350e-02 -7.305864233335554458e-03 3.114248837008656845e-03
6.328464965748267779e-02 -8.433655596449304848e-03 3.275441338619303200e-03
6.267260732348464702e-02 -1.055662385673974968e-02 3.568449897433018103e-03
6.487248856513522233e-02 -8.094938047861321984e-03 2.000138788665895007e-03
6.383515731788524938e-02 -8.482467528036413684e-03 2.214262921790235983e-03
6.333293575982282264e-02 -9.181617753366538848e-03 1.922716900756155090e-03
6.449300931670798320e-02 -8.132275172451852718e-03 1.090572577644194352e-03
6.333171743837326395e-02 -8.531157337370171012e-03 2.680962700064570825e-03
6.485151019240628645e-02 -8.546132325645758310e-03 4.774330081345617982e-04
