k1 k2 k3
7.940729173327029655e-02 -1.334789870891324448e-02 3.658350152351386164e-03
7.906584524449239426e-02 -1.396377978289993493e-02 4.390354291788287067e-03
7.981206715618424652e-02 -1.239984947657928049e-02 4.409788372023742964e-03
7.881688348244969555e-02 -1.422605501762953806e-02 5.372558572533894794e-03
7.946673120961017522e-02 -1.289072116874567797e-02 4.318254668222845649e-03
7.965965819082593269e-02 -1.442018514092205383e-02 3.508359367890026559e-03
8.005800336514753979e-02 -1.263470507967964784e-02 3.692479521552452515e-03
7.977612974065681484e-02 -1.395802187786243653e-02 5.512894606397061859e-03
7.962135682436718986e-02 -1.391847052914726990e-02 3.507611481442601820e-03
7.924658750864468915e-02 -1.411199517174537010e-02 4.736309166826879746e-03
8.012305704142438922e-02 -1.416360900410473800e-02 4.271512612434080758e-03
7.969154796490945936e-02 -1.324430592304114140e-02 3.557687700996112201e-03
8.044432891548908282e-02 -1.354339840594084854e-02 2.939326578361559084e-03
7.971348928164448400e-02 -1.274064167004765324e-02 4.487968311282661271e-03
7.977264367749833940e-02 -1.311987574957981795e-02 5.097868214204812065e-03
7.921864970249434257e-02 -1.290675496478961570e-02 5.394020492287834867e-03
7.936240928108156956e-02 -1.345828294609936748e-02 3.988601840121980269e-03
7.929672670852033756e-02 -1.342535631533155194e-02 5.226319885149391387e-03
7.980683375890179621e-02 -1.261657549907965747e-02 4.864902309942853442e-03
7.998890162488150879e-02 -1.380708471589611741e-02 3.923919001330516965e-03
7.930405718760233369e-02 -1.328211458700383207e-02 4.242278959330561539e-03
7.915724757315828475e-02 -1.478402438955858655e-02 3.790094069699573298e-03
7.865322664656548834e-02 -1.309334311833855458e-02 4.846249103387156865e-03
7.988317545457354618e-02 -1.219848849279300818e-02 4.703183136653701912e-03
7.931913328703704691e-02 -1.376337174959665899e-02 3.003286243065339534e-03
7.945851609920998038e-02 -1.295266898528277255e-02 4.236541688450001786e-03
7.941251574554725190e-02 -1.316659571645686921e-02 5.020668223468097158e-03
7.970129557363783701e-02 -1.234135695470375826e-02 4.613394563448863783e-03
8.010581138795952461e-02 -1.335767069598989276e-02 5.054532876271972119e-03
7.975260862983413190e-02 -1.321479188560706342e-02 4.631364500309168020e-03
7.943267076555357575e-02 -1.405843740332990421e-02 3.000661167354645720e-03
7.947818374358378568e-02 -1.334478981962836097e-02 3.045861201851574052e-03
8.003200161268125834e-02 -1.190282693050620511e-02 4.185978780593374582e-03
7.949825275950864190e-02 -1.237606305303726173e-02 4.121022429422943611e-03
7.938313177726660785e-02 -1.442326921219391767e-02 5.499200969333720157e-03
7.896040058242390081e-02 -1.429731446782939175e-02 4.380648114309007579e-03
7.906575667484874725e-02 -1.244882225621862792e-02 4.934893330570913617e-03
7.836212566140340896e-02 -1.304752408537632191e-02 3.774175293498466255e-03
8.039156877615649677e-02 -1.368220896871448489e-02 4.105701947774001437e-03
7.874494651105248821e-02 -1.389064084183190551e-02 4.440581253063902167e-03
8.007571111342121073e-02 -1.246365338249236232e-02 4.255899874472168776e-03
7.865322664656548834e-02 -1.309334311833855458e-02 4.846249103387156865e-03
7.990162827056843109e-02 -1.362331462331259346e-02 4.937728053383147464e-03
7.863254988655288269e-02 -1.219495534462636255e-02 5.613379163981441211e-03
7.835192945138894083e-02 -1.485789941526463598e-02 3.684037942453602388e-03
7.930758011451008449e-02 -1.275038610933240668e-02 3.201747680133038010e-03
7.909196450595298855e-02 -1.427965257664184917e-02 2.925533740314081865e-03
8.132890941296441745e-02 -1.284810135064579084e-02 4.823028313219832053e-03
7.870845866879572217e-02 -1.417277216535853257e-02 3.550368311022622514e-03
8.029793281124095183e-02 -1.312518507854107397e-02 2.730681099413947988e-03
7.986991477823784935e-02 -1.264898397692901244e-02 4.175053536538950172e-03
8.022820182594073146e-02 -1.318606483125298046e-02 5.327605164315490915e-03
7.983351042843003786e-02 -1.350855278811563531e-02 2.371403820742412627e-03
7.971348928164448400e-02 -1.274064167004765324e-02 4.487968311282661271e-03
7.884573505795908210e-02 -1.350080999164202100e-02 3.423970941118459343e-03
7.915521851727450042e-02 -1.341866630970575680e-02 5.473586713644201796e-03
8.000005175714514083e-02 -1.322969800623327585e-02 4.331035291823812083e-03
8.047333853245300372e-02 -1.335742520111120324e-02 3.706570459457020350e-03
7.942039508078077570e-02 -1.383818629882825613e-02 4.144773019157083072e-03
7.963539847743314470e-02 -1.421107307530228292e-02 4.532200014240594932e-03
7.960421308832285603e-02 -1.383415508912612391e-02 3.170806787399602089e-03
7.995713376700291919e-02 -1.333634303577020674e-02 4.257705496924030220e-03
7.908841912237588034e-02 -1.323312339043394847e-02 4.204584577106484922e-03
8.038568973520618388e-02 -1.311940374899103756e-02 4.691335487243569746e-03
8.148353641129335578e-02 -1.314090226097594516e-02 4.531904628853750117e-03
8.063425448911287763e-02 -1.312054371274447295e-02 4.504401544439692873e-03
7.952470786268744929e-02 -1.301037928252496423e-02 5.712307598372073913e-03
7.899512233688119056e-02 -1.539962334894526275e-02 4.457136356927390852e-03
7.942896930795767529e-02 -1.263689880583210301e-02 4.842163950092404079e-03
7.849564256681854091e-02 -1.468912590058646384e-02 5.118920987743608153e-03
7.905152196002593334e-02 -1.249892938410945842e-02 5.828057850569126619e-03
