k1 k2 k3
7.780689155187966999e-02 -1.675812652372356271e-02 6.712805180682221429e-03
7.990272753454241705e-02 -1.552415621275540780e-02 5.205715916930225839e-03
8.060184739869305504e-02 -1.612510148697487988e-02 6.248218352159981559e-03
7.912017235953755501e-02 -1.715941069035060995e-02 5.503433672896934636e-03
8.010656080889061448e-02 -1.594383265970689134e-02 6.314462775780044224e-03
7.926282572765494527e-02 -1.671596533841634979e-02 5.336940874731063711e-03
7.906897617191596672e-02 -1.647461492887121459e-02 6.029072231048843156e-03
8.027660263701655308e-02 -1.708594584806785721e-02 5.647941184819441074e-03
8.054785722232657430e-02 -1.537276688197129759e-02 5.392595955799106555e-03
8.078245491840771453e-02 -1.620330846660926472e-02 5.515149993562146191e-03
7.934063968765300845e-02 -1.748880900031804519e-02 4.727168818259255834e-03
8.024323976281441673e-02 -1.554712454916948317e-02 7.097305864784936302e-03
8.055003628392781723e-02 -1.656980228422498536e-02 6.433111870167124158e-03
7.926084489914417275e-02 -1.677924756230804448e-02 5.260615690896822128e-03
7.973670994701609338e-02 -1.630639942576329882e-02 5.410462827102627270e-03
7.969014484112194041e-02 -1.607382237137218450e-02 6.094449981075333866e-03
7.915711675729483754e-02 -1.576316208567068999e-02 5.808765123557171894e-03
7.933223698296124060e-02 -1.656081744446560866e-02 5.909196699303370659e-03
7.884628186697503760e-02 -1.640681906560209624e-02 6.919007322303064034e-03
7.898466017919031357e-02 -1.660139930308017486e-02 6.407863071045419301e-03
8.073824596939746523e-02 -1.604679142257184332e-02 6.228821506750609194e-03
7.962946000642232014e-02 -1.711990712554181671e-02 4.987273413063292304e-03
8.010088391615752257e-02 -1.652825982230643476e-02 6.807757665809210934e-03
7.964225256168694367e-02 -1.661606636834642159e-02 6.969058883340734090e-03
7.968396022243234844e-02 -1.595416458843422480e-02 5.620596946989311893e-03
7.926383695154257114e-02 -1.718978091908272832e-02 6.483233710047081599e-03
7.926282572765494527e-02 -1.671596533841634979e-02 5.336940874731063711e-03
7.983820541337297017e-02 -1.606983807379201712e-02 5.099617154363716987e-03
8.012650625797965165e-02 -1.458131499558167066e-02 6.930379311290299493e-03
8.012293090597730205e-02 -1.636495406042029477e-02 6.232121553505345912e-03
7.921905009829324773e-02 -1.665963258991057239e-02 6.924093270864933869e-03
7.962141379514584005e-02 -1.542130075872205630e-02 6.633728637829780506e-03
8.046994265791729273e-02 -1.467883406777424626e-02 6.298014816939506710e-03
8.070600745848774404e-02 -1.609208655971652857e-02 5.587701616648385605e-03
7.966639222158614086e-02 -1.628265551316651627e-02 6.877704857036842645e-03
7.887846986908456093e-02 -1.691258352636564044e-02 5.990551891583789645e-03
7.953848001363569842e-02 -1.521035833360309675e-02 7.635541282896923798e-03
7.953758965692647731e-02 -1.637463488319854110e-02 6.546624485648883107e-03
7.983017307523518347e-02 -1.629181246663795324e-02 6.419187649904942172e-03
8.005516347997518323e-02 -1.598087839371714614e-02 6.062443712634452142e-03
7.976928397891266953e-02 -1.647830210603254408e-02 5.626280965735655504e-03
7.966889862400008959e-02 -1.563890620475738569e-02 5.777834202758833082e-03
7.953794904686564693e-02 -1.665150398750153693e-02 5.755217610302149067e-03
7.928541482077600122e-02 -1.786692369977389838e-02 5.532142696043629293e-03
8.037994142284718424e-02 -1.623353094603262325e-02 6.666510583007642654e-03
7.827318404315505851e-02 -1.575247866722399859e-02 7.286965175198695244e-03
7.979838584367643373e-02 -1.618013037034374269e-02 6.279494811487928985e-03
7.888189958730393303e-02 -1.638876897321960013e-02 5.852143890686445360e-03
8.014493367980374261e-02 -1.617950307091638174e-02 6.246635332350966574e-03
7.906657938226410720e-02 -1.675912802274068247e-02 5.222332282722660923e-03
7.899597517115294898e-02 -1.632632856085279582e-02 5.986187391611760833e-03
7.826378006891004935e-02 -1.593354169970313816e-02 5.814359677804054050e-03
7.912652099445202647e-02 -1.431462650986402296e-02 6.922991745394901919e-03
7.990767165720466525e-02 -1.537877987698772764e-02 5.680853836000768209e-03
