k1 k2 k3
7.942041979912803362e-02 -1.565439350008047958e-02 5.782183583543612504e-03
7.872273026203047142e-02 -1.678320504973637717e-02 4.550814289050797434e-03
8.035575493292321236e-02 -1.462869042501852013e-02 4.899536835931944667e-03
8.007205289687788219e-02 -1.506860307098892293e-02 5.067530400562625381e-03
8.034149988827937738e-02 -1.582868957754270112e-02 3.915210501751587024e-03
7.979710640211262751e-02 -1.567174760264669620e-02 4.935121210128262659e-03
7.887744929149426154e-02 -1.507750941836331904e-02 5.639937019019464204e-03
8.017187530451669319e-02 -1.563278393657543952e-02 5.760990016642791867e-03
8.012848528920668567e-02 -1.479086898729317645e-02 6.267070045885364538e-03
7.928228748050800134e-02 -1.574211009884393664e-02 5.827172922104148500e-03
7.995332646747851935e-02 -1.644177568241256271e-02 4.566672001676458370e-03
7.937778216650520635e-02 -1.533189184907469971e-02 5.603191459604167646e-03
7.966442754950317506e-02 -1.609869978406817947e-02 6.159173693086966717e-03
8.049343907842360091e-02 -1.556038181794974773e-02 5.082377138057328492e-03
8.039709912711856532e-02 -1.449905671521864448e-02 5.970421324730024182e-03
7.932456312784513797e-02 -1.629190525820156665e-02 5.040807186644388760e-03
7.939734870013173684e-02 -1.541564373872192362e-02 5.361346547453099687e-03
8.103798804358636199e-02 -1.578962347663342980e-02 5.150550809733034363e-03
8.083544400514006134e-02 -1.470207247872687417e-02 5.640815651110159257e-03
7.932669009937842741e-02 -1.633319798313917492e-02 4.203027824498439813e-03
7.936608765688371592e-02 -1.546212276027593424e-02 6.033273116554924154e-03
7.937981606912591914e-02 -1.608667155519757919e-02 5.376861933686763462e-03
7.841962094872512168e-02 -1.570781381973393453e-02 5.947581814530075728e-03
7.947671290532407062e-02 -1.481458151960599046e-02 5.657612027818045841e-03
7.946167250158409079e-02 -1.607114725199440541e-02 5.396729858034340910e-03
7.949903109107486765e-02 -1.565916430600065856e-02 4.286664358920735940e-03
7.971508661077858493e-02 -1.602935521991027956e-02 5.875067814949813672e-03
7.955162559619363694e-02 -1.630202264968216852e-02 4.404350205453377853e-03
7.943826967335640421e-02 -1.618925583157057591e-02 5.749802482254720570e-03
7.903800971079985582e-02 -1.626133739805667167e-02 5.683060584513358049e-03
8.005791240473736359e-02 -1.573114885949219999e-02 6.044446700552888463e-03
8.005696323326835784e-02 -1.511027103964700247e-02 5.520365973557428418e-03
7.812663454778509542e-02 -1.666478255028339128e-02 5.047499980408626241e-03
8.028521231926666335e-02 -1.496180588182198512e-02 5.589683381546153851e-03
7.961102149054141708e-02 -1.654359111087519429e-02 6.340423477138437680e-03
7.959841676805448629e-02 -1.564877066809297612e-02 6.222366568384110619e-03
8.048050903248182841e-02 -1.520155411241227994e-02 4.707081114671399225e-03
8.006751909260342859e-02 -1.584117623467753977e-02 4.444168517869773183e-03
7.926581916457084431e-02 -1.546520982003304900e-02 5.747226979094799404e-03
7.862330390066463170e-02 -1.653183096963403709e-02 5.122081061008934566e-03
7.943826967335640421e-02 -1.618925583157057591e-02 5.749802482254720570e-03
7.930498834231017313e-02 -1.617149915708775143e-02 5.921512677968726601e-03
7.889523615215432439e-02 -1.638644624916332782e-02 5.830062644406247552e-03
8.039263383068798174e-02 -1.570586719440467127e-02 5.074333802017980122e-03
7.905481710230186088e-02 -1.498837817215921409e-02 5.792771663119561376e-03
7.945312793930278672e-02 -1.483558619138078405e-02 4.951471127358525459e-03
7.851394311748827182e-02 -1.669203469903146608e-02 4.080786235592825939e-03
8.003579351056741564e-02 -1.613865401915567932e-02 5.617346723482283255e-03
7.883538821186583667e-02 -1.564693073545452007e-02 4.649970290654767413e-03
7.902342239575241289e-02 -1.605198040508762358e-02 5.701340943885038759e-03
7.835935218951109449e-02 -1.493413071142221660e-02 5.455331879908625892e-03
7.990216796409915778e-02 -1.588937273545168449e-02 5.447003052314311478e-03
7.970561223584424204e-02 -1.643160903245521887e-02 4.778773100914651684e-03
7.962252516462631213e-02 -1.552881431852601302e-02 5.280019080064743409e-03
7.968333386900935955e-02 -1.397839470348485880e-02 6.229974907112190152e-03
7.865124419293670344e-02 -1.621943292234465095e-02 3.669235070980159108e-03
8.045848774033534379e-02 -1.553442274865460271e-02 4.252096625950690933e-03
7.930616329718370716e-02 -1.615510146599949404e-02 4.982230392211767223e-03
7.971749772645148058e-02 -1.544244995696023026e-02 4.595737956576015359e-03
8.037976884941649969e-02 -1.568555859299952671e-02 4.590647526379637577e-03
7.894431391193829084e-02 -1.584512519828529253e-02 5.206758726888763289e-03
7.892495296069579336e-02 -1.645049153031727385e-02 5.202784583628147774e-03
