k1 k2 k3
6.283172107439347065e-02 -7.240623639476528872e-03 1.528293199913322020e-03
6.316517480648742300e-02 -7.824796037094600143e-03 9.421327120705813574e-04
6.432276555144894603e-02 -7.740238292276158116e-03 1.776313352382638544e-03
6.351227935243261569e-02 -6.912588327597668503e-03 1.500974668879065388e-03
6.314358338420944516e-02 -7.563862467218060437e-03 1.103532057339901007e-03
6.412781405466200235e-02 -7.340123778643473096e-03 8.522503022160010655e-04
6.293881555870725619e-02 -7.920020482319031774e-03 1.618947148799093627e-03
6.358529697905598854e-02 -7.998330486162247288e-03 3.936108998957160710e-04
6.362453733986614401e-02 -8.524984986822886635e-03 1.276664795362217331e-03
6.328451263746889821e-02 -8.012966359926293469e-03 2.143087124559933665e-03
6.285016325245293412e-02 -7.618645352872349674e-03 1.369898952272394221e-03
6.362961382301851598e-02 -8.329884143387991657e-03 1.016661188874529165e-03
6.342988966543702811e-02 -7.596024934616071866e-03 1.885278704848628029e-03
6.335795673084682056e-02 -8.055025064077195318e-03 1.193408390840672295e-03
6.204859555782343827e-02 -7.393103319481314495e-03 1.389865271747253717e-03
6.405643594485355141e-02 -7.343428098941701121e-03 1.817872549955551476e-03
6.307996866500911737e-02 -6.767041916144439506e-03 1.776313457630324111e-03
6.421952431866304045e-02 -7.733485542842838401e-03 4.865396803112043145e-04
6.253912184914445227e-02 -7.440562033708686407e-03 1.471818194434024174e-03
6.295702625168528299e-02 -7.488454470358715809e-03 1.453194356841575052e-03
6.302633647179162191e-02 -7.555144852135570188e-03 2.148806191780622266e-03
6.237905814831837259e-02 -8.206394791994975346e-03 2.039299313133471903e-03
6.298044732937904677e-02 -6.892953809463447934e-03 1.725503830611471723e-03
6.382422986986113767e-02 -7.688844209366801907e-03 1.428857507759229151e-03
6.309095964344269003e-02 -7.427837334466294572e-03 1.912441668642017589e-03
6.359571839949196281e-02 -8.249230403095234032e-03 6.449018346995905038e-04
6.288671481200822089e-02 -7.927165834256399979e-03 7.449675832923163821e-04
6.409372856953463038e-02 -7.309305780644564932e-03 1.553995937498234281e-03
6.212211010727300420e-02 -7.245546558826351791e-03 1.670335326846350554e-03
6.309457378261226768e-02 -8.487307631809756781e-03 1.630588637610785874e-03
6.347894064616799170e-02 -7.327502239229302661e-03 1.347384680638843979e-03
6.271368908875277204e-02 -7.589766172908976594e-03 2.327284349220762327e-03
6.320040906921789436e-02 -6.472182450948688048e-03 1.785242953404916899e-03
6.284552650622554637e-02 -7.754045094330086485e-03 1.670692882643903809e-03
6.341243709937066653e-02 -8.429384408791901206e-03 1.483948172782606489e-03
6.214409352717892299e-02 -8.019679523646100483e-03 1.244273934474321441e-03
6.306565495221719275e-02 -7.050714290886411773e-03 1.867622140874880543e-03
6.305952091212788102e-02 -8.198816043906279050e-03 1.699114637641413461e-03
6.347247099729705355e-02 -7.616847294557277381e-03 2.288693713931172491e-03
6.244738133621194343e-02 -8.446884360434031569e-03 1.728186204718304420e-03
6.229259763057798382e-02 -8.388741025381812877e-03 1.420084967808502019e-03
6.255991308639785586e-02 -7.994118438750183464e-03 2.250377274125608951e-03
6.347444256396830853e-02 -7.079255884601787230e-03 1.041929740054861608e-03
6.257744194571041030e-02 -8.331485146338718506e-03 1.520240502994069098e-03
6.249399692254017924e-02 -8.904359862755922839e-03 1.360908615925332521e-03
6.323442973621670737e-02 -8.273159589504350264e-03 2.421019528664761222e-03
6.362364364073846978e-02 -7.955207186865320690e-03 2.046953504925605460e-03
6.359996376039908639e-02 -7.368845480554331306e-03 1.512270151878672420e-03
6.419101480678138238e-02 -7.336495918761093415e-03 2.198892034184926625e-03
6.373239270416317104e-02 -6.893220213562603615e-03 8.955705998326540795e-04
6.296273686684267235e-02 -7.539026974280632620e-03 1.418580764349641754e-03
6.214010451704707338e-02 -8.277264044190810188e-03 1.241236971379011678e-03
6.403067362643596883e-02 -7.008218012726386004e-03 1.669796109293991693e-03
6.326941398340651945e-02 -6.991824757638348542e-03 1.354775869759877738e-03
6.345066579849356625e-02 -7.809274317420428213e-03 1.638867629866577746e-03
6.276295240979479217e-02 -7.034966466796424567e-03 5.128366883393464803e-04
6.289948688712865277e-02 -7.875713158987190932e-03 1.212309077228759802e-03
6.348824461901897420e-02 -7.507791576029446134e-03 2.085296922820709109e-03
6.309691512733522911e-02 -7.622452932421197591e-03 1.020595563304846354e-03
6.296515877413041973e-02 -6.449356640462908241e-03 1.193177406735385082e-03
6.288018399451567042e-02 -7.777322573548753337e-03 1.674071127714046869e-03
6.301964906523152554e-02 -7.658370776157663595e-03 9.478555819355111156e-04
6.341338285171710387e-02 -7.850736710485806125e-03 9.421361244084519582e-04
6.360125163859287056e-02 -6.410672857524848944e-03 2.364206136153818028e-03
6.375404351318952889e-02 -7.120569200192161663e-03 1.955332403610274272e-03
6.387448792835404010e-02 -7.796697218410295060e-03 1.625833067059073711e-03
6.334741240637417614e-02 -7.584514319282378847e-03 1.394548043962814954e-03
6.412781405466200235e-02 -7.340123778643473096e-03 8.522503022160010655e-04
6.273676922736923234e-02 -7.303554166277079207e-03 1.449430009476213033e-03
6.358322577448333179e-02 -7.824393775022475683e-03 1.617834319919880803e-03
6.388695188776166711e-02 -8.122088283503331452e-03 -3.064838587614471255e-05
6.261933946779915661e-02 -8.417393378734705500e-03 1.269735598529164733e-03
6.317550441018746077e-02 -8.055926385083525543e-03 1.721326512094334404e-03
6.353058749268894467e-02 -8.926105827980687635e-03 1.543657371654377775e-03
6.343159273636253537e-02 -8.298852103060944119e-03 7.245492249814411423e-04
6.332585365489529217e-02 -7.953571253193791879e-03 2.335301855352606148e-03
6.456967953371928193e-02 -6.810481795460482379e-03 9.252137996453441149e-04
6.309353169258150040e-02 -7.262693069093981157e-03 1.240847145387233286e-03
6.286034604467347076e-02 -8.090635404685284082e-03 1.379449030586690772e-03
6.384406225227798326e-02 -8.150109919316222973e-03 1.357145597757278277e-03
6.306543616150983578e-02 -7.252417741805863849e-03 1.576345050591745900e-03
6.322132101786229197e-02 -7.340990348429263235e-03 1.430017989709320148e-03
