k1 k2 k3
6.342193837760973230e-02 -8.333612214288410591e-03 9.917982166658678711e-04
6.301304781758196305e-02 -8.773836094673276298e-03 -4.026599077834730478e-04
6.424307767070377984e-02 -7.298218345554843833e-03 2.058137259742021108e-03
6.138460514776009069e-02 -8.581373931794741838e-03 1.884803020321762501e-03
6.547412532241791983e-02 -6.942972216573889410e-03 2.408012992446889600e-03
6.389565151212520111e-02 -7.433252027331110900e-03 2.075737483911835324e-03
6.287861925877349933e-02 -9.581177319015393712e-03 9.153919896858486727e-04
6.285918890542552262e-02 -7.857165498231080680e-03 1.526602145840702529e-03
6.250345431330728285e-02 -9.178031575698422651e-03 5.186055346699802726e-04
6.262506573093037932e-02 -9.078827337938716324e-03 2.552129365569991148e-03
6.541161978774873154e-02 -7.735751351599345904e-03 6.559166220407031123e-04
6.406174696164163018e-02 -1.126881206709794137e-02 1.257906658587132354e-03
6.460257141850231366e-02 -7.413923895605384340e-03 2.671759520816024969e-03
6.439281340314995106e-02 -7.907400527759164688e-03 3.034074604983241774e-03
6.265409732880075633e-02 -1.087278676944389288e-02 1.917034625570246398e-03
6.322922233589406416e-02 -9.542054489589030242e-03 -1.553225976026889610e-04
6.342862449854222429e-02 -7.355872983677416710e-03 2.379486997987373398e-03
6.343603048865253946e-02 -9.066602940883600192e-03 3.034883695609225107e-03
6.233212441765231815e-02 -9.661834498554011663e-03 3.123626626463954503e-03
6.300279174810724525e-02 -7.425425664685930682e-03 7.118748750941372716e-04
6.308416271138739262e-02 -8.979505831840900454e-03 2.016673758952619577e-03
6.400573562867301058e-02 -7.231092596082483448e-03 2.972598201373716220e-03
6.319630958165503576e-02 -9.007287755985637911e-03 6.449141422079501806e-04
6.616274967890267700e-02 -9.323795371659365783e-03 4.597249536027331329e-04
6.319630958165503576e-02 -9.007287755985637911e-03 6.449141422079501806e-04
6.442801545747409153e-02 -9.741755182196221163e-03 2.291999289373708448e-03
6.495008605990726380e-02 -8.322958222746451584e-03 1.336153152909663744e-03
6.273378428197698420e-02 -7.872624283485313290e-03 2.071743469555381578e-03
6.430502316919614603e-02 -8.531657967962485989e-03 3.091886867262139127e-03
6.343049765297956166e-02 -9.148555383967166277e-03 1.621737844242535087e-03
6.261162188185614985e-02 -7.401785746485645134e-03 1.578570408252225055e-03
6.205675489616035989e-02 -8.825323077643915104e-03 1.055971601219327094e-03
6.302874649906428650e-02 -8.998515518937238999e-03 9.955608367559348748e-04
6.473123917500753222e-02 -6.286166700865541968e-03 2.491890656594678011e-03
6.301304781758196305e-02 -8.773836094673276298e-03 -4.026599077834730478e-04
6.435391631655046352e-02 -9.761084869880545800e-03 8.070130369030453776e-04
6.398152264227335850e-02 -9.384341921085587179e-03 1.442814251864946162e-03
6.365967114883455680e-02 -7.920279295270130082e-03 2.038139185612977688e-03
6.463650447072558092e-02 -7.011902431922359402e-03 2.098209490786873133e-03
6.358861401566662241e-02 -8.582328966072055865e-03 1.643095621463613876e-03
6.171484067763019499e-02 -6.609424483823428398e-03 1.889051775779249098e-03
6.505912390431603520e-02 -1.159660645391455414e-02 1.076235847978029847e-03
6.463830401698003603e-02 -9.158961988513278363e-03 6.242270568997537739e-04
6.379923068076584491e-02 -8.859416137357606358e-03 1.745156130871922118e-03
6.183435383389337958e-02 -9.732895120172349590e-03 2.732424230444244206e-03
6.390861065176925426e-02 -6.985497708681731588e-03 1.700811338120972183e-03
6.334257711275387281e-02 -8.934872525710138569e-03 1.173321854343864490e-03
6.373636410866112545e-02 -7.279524033829698482e-03 3.739244111331641029e-03
6.417421861428557195e-02 -7.571788819490443689e-03 8.942996464310903892e-04
6.282169760835387695e-02 -8.052534508289188597e-03 1.901491822651160679e-03
6.594353513077969020e-02 -7.814989221831436517e-03 1.544498387903714409e-03
6.379888735655606102e-02 -7.577092799509632659e-03 1.483022753584875564e-03
6.311074641558855891e-02 -7.930401561533351185e-03 2.909053752783677393e-03
6.439574102868572680e-02 -9.011481560473363905e-03 -3.304904067761432751e-04
6.231695083206167940e-02 -1.106067270210435438e-02 7.959258055399709431e-04
6.500788012145536365e-02 -8.690457607778340199e-03 1.684784159359770106e-03
6.534958749941296996e-02 -8.449020270276733080e-03 1.932299101455245416e-03
6.296289797555623680e-02 -7.903647049219794662e-03 1.120477426767851892e-04
6.265149371194020378e-02 -8.850585134476562921e-03 1.820585517393988328e-03
6.273334114918802107e-02 -9.817465475009001796e-03 1.483158574107967809e-03
6.174907462341841513e-02 -7.068059771558304893e-03 3.364175457409815384e-03
6.394674871148259276e-02 -7.818670771290836541e-03 9.002542961093346063e-04
6.355249902777279636e-02 -8.302795257780243299e-03 2.400856431046788364e-03
