,sweep,permcount,dH,pdeconfined,pconfined,action,wilson,acceptance,nmat,ndec,ntime,ntau,udtau,adtau,temperature,pdec,pdec_var,pcon,pcoeff,utau,atau,mdtu,freq
0,5.0,0.0,-0.062343208001038874,0.1979557421444741,0.0,24.618160922191052,0.05269848205918191,1.0,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,5.0,
1,10.0,0.0,0.0176490626490704,0.20176559172387845,0.0,23.703678300087294,0.04390955073097703,0.8,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,10.0,5.0
2,15.0,0.0,0.06710284172913816,0.19669117413844908,0.0,23.49196741005273,0.06220874306731525,0.8,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,15.0,5.0
3,20.0,0.0,4.404143520643629,0.19846085730252366,0.0,23.406501769985006,0.0754432159925445,0.8,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,20.0,5.0
4,25.0,0.0,0.2540976679119922,0.1975523530122342,0.0,24.13226377749302,0.06957597144503669,0.8,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,25.0,5.0
5,30.0,0.0,1.891682481918906,0.2017203475250697,0.0,23.98851367434355,0.11141198983080412,0.7666666666666667,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,30.0,5.0
6,35.0,0.0,0.026272551316651516,0.1973719717030563,0.0,23.93658004885937,0.06816723152590369,0.8,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,35.0,5.0
7,40.0,0.0,-0.13993147005203355,0.2049916842382982,0.0,24.533851324952444,0.06347006313728612,0.825,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,40.0,5.0
8,45.0,0.0,-0.04846572813403327,0.19613106458911644,0.0,24.368653202334364,0.045539020143014884,0.8444444444444444,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,45.0,5.0
9,50.0,0.0,-0.0028987477489863522,0.20069418615978815,0.0,24.704796482712144,0.09115993434664481,0.86,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,50.0,5.0
10,55.0,0.0,-0.8080688665977505,0.1990364644825317,0.0,24.018860617829702,0.06374769946236386,0.8545454545454545,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,55.0,5.0
11,60.0,0.0,-0.032644741448166315,0.20050005519619946,0.0,24.20788852403517,0.06079880649695115,0.85,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,60.0,5.0
12,65.0,0.0,-0.08457994842319749,0.20430769028788048,0.0,24.48579098042041,0.09162146292472112,0.8461538461538461,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,65.0,5.0
13,70.0,0.0,-0.47261627929583483,0.20189291890833838,0.0,24.074672895394432,0.06317339357701875,0.8571428571428571,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,70.0,5.0
14,75.0,0.0,1.859035566491002,0.20151447951642318,0.0,24.34217489838557,0.05284697570166778,0.8533333333333334,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,75.0,5.0
15,80.0,0.0,-0.6132322496596316,0.20410182509351957,0.0,24.125148222816243,0.05519060808275539,0.8625,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,80.0,5.0
16,85.0,0.0,0.3014817397179286,0.19764067841370542,0.0,24.243972200838517,0.047242461305217594,0.8588235294117647,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,85.0,5.0
17,90.0,0.0,-0.10101991415467637,0.19768484903474104,0.0,23.79307169875616,0.07523863332038548,0.8666666666666667,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,90.0,5.0
18,95.0,0.0,-0.03666663717558549,0.19834228465162704,0.0,23.853439529635637,0.07236041664296448,0.8631578947368421,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,95.0,5.0
19,100.0,0.0,0.036608737986171036,0.1961296063384837,0.0,23.879940517629322,0.051208073377832654,0.85,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,100.0,5.0
20,105.0,0.0,0.0686078765484126,0.20006942446245612,0.0,23.63783635203602,0.04782906091200844,0.8476190476190476,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,105.0,5.0
21,110.0,0.0,0.042192243337922264,0.19956600603364089,0.0,24.03185097853774,0.09487614505231438,0.8545454545454545,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,110.0,5.0
22,115.0,0.0,-0.033406345784896985,0.1949179523762417,0.0,23.68935500726672,0.11029081010097207,0.8608695652173913,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,115.0,5.0
23,120.0,0.0,-0.39907348753149563,0.19525210752747232,0.0,24.06795634259624,0.07855135648045757,0.8666666666666667,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,120.0,5.0
24,125.0,0.0,0.3744165229090868,0.19600855446187262,0.0,24.022686805310336,0.048672315247640485,0.872,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,125.0,5.0
25,130.0,0.0,0.013036946258580429,0.20499512383744664,0.0,23.884224236148285,0.042746795844125475,0.8769230769230769,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,130.0,5.0
26,135.0,0.0,-0.059869480413908605,0.20372073347334493,0.0,23.721656691329134,0.046984505168005876,0.8814814814814815,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,135.0,5.0
27,140.0,0.0,0.003617976375608123,0.1983646047571892,0.0,24.163756263648413,0.0660848551742821,0.8857142857142857,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,140.0,5.0
28,145.0,0.0,-0.011647123439615825,0.20007227439480965,0.0,23.92845939207374,0.06212582922277629,0.8896551724137931,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,145.0,5.0
29,150.0,0.0,-0.08170252471791173,0.19957742688100458,0.0,23.474992667751614,0.06545311768032785,0.8933333333333333,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,150.0,5.0
30,155.0,0.0,0.01202193870449264,0.19700712089594805,0.0,23.988169462391557,0.07720999765512868,0.896774193548387,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,155.0,5.0
31,160.0,0.0,0.18305659491670667,0.20205785338914545,0.0,24.115758770446867,0.07435444352317375,0.8875,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,160.0,5.0
32,165.0,0.0,0.07759406839250005,0.20232226123437255,0.0,23.98783441628666,0.05536629686179425,0.8909090909090909,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,165.0,5.0
33,170.0,0.0,0.016695270118361805,0.19905404472052143,0.0,24.22481106816113,0.06379501268996661,0.8941176470588236,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,170.0,5.0
34,175.0,0.0,-0.06852890483423835,0.19765163610832437,0.0,23.893169947926488,0.0921824285239743,0.8914285714285715,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,175.0,5.0
35,180.0,0.0,-0.022718643333064392,0.1967474032142396,0.0,23.752351423981636,0.10880517822462797,0.8888888888888888,16,16,16,400,0.0025,0.001,0.29,0.2,0.005,0.005,50000000.0,1.0,0.4,180.0,5.0
