k1 k2 k3
6.280226568092986406e-02 -6.645747532432189075e-03 1.386739154182262124e-03
6.281726646444305007e-02 -7.123148294840661587e-03 1.380355851793330091e-03
6.250491923855019949e-02 -6.700471166492000252e-03 6.838999989974003935e-04
6.278793725701145578e-02 -6.616605433294037164e-03 1.142747687466513784e-03
6.184910806548016282e-02 -7.059968240651096072e-03 1.503430878863135089e-03
6.258002697498285527e-02 -6.631469870978207171e-03 1.157783936834716476e-03
6.212150879565286887e-02 -7.044687567872714995e-03 1.669761707226213865e-03
6.248589136059637394e-02 -7.238614656809652659e-03 2.044532375937227475e-03
6.334189496997094659e-02 -6.973209311265632371e-03 1.535593570910792627e-03
6.267949264820391053e-02 -6.367837842447807151e-03 1.537338398930526706e-03
6.274590322467860082e-02 -6.235972087079044712e-03 2.259190936538993388e-03
6.226531562668938258e-02 -6.468073162500170836e-03 1.068301149718009491e-03
6.331979511262028626e-02 -5.808539513864757753e-03 1.624600801038100784e-03
6.249996320944273265e-02 -7.039608447885009612e-03 2.192979184075835586e-03
6.287296804711473008e-02 -7.559601730318762924e-03 1.489667503321717712e-03
6.215765342382273406e-02 -7.523552584653120379e-03 1.689334478530632455e-03
6.253547260707834066e-02 -6.848739355239344406e-03 6.000045201743076095e-04
6.214759305537928546e-02 -6.963695543232534257e-03 1.116874769324163741e-03
6.207852572388072865e-02 -7.220623860845057362e-03 1.429069238232855144e-03
6.271574672452948085e-02 -6.467904984186104156e-03 1.646229298005397190e-03
6.327336108179526519e-02 -7.141860486325063428e-03 4.386868851555120186e-04
6.195955167826658339e-02 -6.295945865422508669e-03 2.015752756322639061e-03
6.246601604563237209e-02 -7.241423860095450027e-03 1.796994074632268790e-03
6.226531562668938258e-02 -6.468073162500170836e-03 1.068301149718009491e-03
6.280403838147161077e-02 -6.771986096196405680e-03 1.491551177699876329e-03
6.177185867566267752e-02 -7.061900329389303455e-03 1.462294909154310263e-03
6.282613737973588575e-02 -6.823893920988116646e-03 8.308413749970045004e-04
6.256650850102266070e-02 -6.491154241044544415e-03 1.830859887479135972e-03
6.282291702743542094e-02 -6.401605880015800998e-03 1.701176752768956968e-03
6.212321544403409668e-02 -6.624682869805526009e-03 1.803723864591488812e-03
6.244755954350050819e-02 -6.625102805334306955e-03 1.757973437605864220e-03
6.338469705964200340e-02 -6.266912336051796983e-03 1.052296954078518754e-03
6.255941570144230024e-02 -6.632175236354481695e-03 1.620202895154215783e-03
6.264998011508299269e-02 -6.400297985389324928e-03 1.094582649098854721e-03
6.245687915115241684e-02 -6.922276843814870184e-03 1.394963967805334937e-03
6.288291316573249579e-02 -7.259361330201108409e-03 1.372682452095291827e-03
6.250629586807174287e-02 -6.017943944174972137e-03 1.075450950058259858e-03
6.224676479418125852e-02 -7.620725653874532712e-03 8.703528077859540302e-04
6.318453757952322003e-02 -6.362147691016326045e-03 1.888622192054240090e-03
6.316965410834426975e-02 -6.646322146265676301e-03 1.453207718915036639e-03
6.300588501195744651e-02 -6.644426959723587212e-03 8.482449891420440480e-04
6.273869297701309411e-02 -6.397884240165116476e-03 1.196057460896834956e-03
6.257251381350426023e-02 -6.062194004636034528e-03 1.658803394250465968e-03
6.278024128682530014e-02 -6.639632393759906104e-03 1.415843477812539497e-03
6.285515250531531484e-02 -6.899411583297460071e-03 1.701181681965716064e-03
6.255979271921582874e-02 -6.534168766140852069e-03 1.203083507470156799e-03
6.315924379905379915e-02 -6.889728169173547911e-03 2.123090112300760057e-03
6.230121439937161276e-02 -7.249635594626879787e-03 9.282219125189838937e-04
6.334189496997094659e-02 -6.973209311265632371e-03 1.535593570910792627e-03
6.261954435664235374e-02 -6.847453246262819038e-03 1.254101271615473689e-03
6.201122287237745279e-02 -7.180459844047637485e-03 1.925342222133447079e-03
6.299303664571467842e-02 -6.787382519602050412e-03 7.504819964169601176e-04
6.316960472418028938e-02 -6.597722543147138685e-03 1.191773909391430353e-03
6.319701040946254511e-02 -6.989306388520355462e-03 2.267397728179479377e-03
6.217823812451916954e-02 -6.995765952639870777e-03 1.758319192903229355e-03
6.272724105485558144e-02 -6.756301153949845206e-03 1.493060898829431937e-03
6.244692895484191264e-02 -6.803723866380076424e-03 1.457158776045824888e-03
6.325594952227858725e-02 -6.933692303477539953e-03 9.731225336436499784e-04
6.248779707284962681e-02 -7.117265346908735468e-03 1.167340754885642928e-03
6.250001640014865578e-02 -6.791834761545892385e-03 1.056646430838178996e-03
6.251615821999503830e-02 -6.903965747082269067e-03 1.340149423287723129e-03
6.256708912148059576e-02 -6.900354489721663431e-03 1.026496382255895345e-03
