k1 k2 k3
7.848690502333247054e-02 -1.287752555052121273e-02 3.990141801607685612e-03
7.847971066525200046e-02 -1.182930784243599320e-02 4.469152423709044086e-03
7.999611828244476697e-02 -1.195029588284024502e-02 3.618890397649288104e-03
7.932939222615240094e-02 -1.236433313519982868e-02 3.769119078441351967e-03
7.943589486512325770e-02 -1.183126059951687681e-02 3.544933552316220648e-03
7.926603179592436876e-02 -1.101478231368047123e-02 3.339874647231538818e-03
8.032050189206738078e-02 -1.172771311905201896e-02 3.845421536919316208e-03
7.819180625159546927e-02 -1.188183875704330872e-02 3.251134184617018863e-03
8.000413941584480493e-02 -1.162354019225614321e-02 4.638421219385652217e-03
7.831900621466850176e-02 -1.226476666393870596e-02 4.126916030851357498e-03
7.952130698807871600e-02 -1.209216266078619317e-02 3.063539248039454099e-03
7.873119517892854247e-02 -1.216794082555952561e-02 3.381535081287606603e-03
7.828444918377638895e-02 -1.293168275147407731e-02 3.671485284345313294e-03
7.871904982423721941e-02 -1.190877799345954613e-02 4.237749955855352191e-03
7.891298433454527195e-02 -1.216182944601310045e-02 4.261368764596401570e-03
7.922704481526857134e-02 -1.232972002281390589e-02 3.407067453172013538e-03
7.876114720634394550e-02 -1.245875225492953930e-02 3.043495418991848389e-03
7.896772678409852420e-02 -1.188840947431338280e-02 3.185268211888775403e-03
7.946409401813542273e-02 -1.338910965998507674e-02 4.002285262806853927e-03
7.868645443160976471e-02 -1.185943430843632018e-02 4.075728478057150106e-03
7.951709815635138456e-02 -1.181582041650482140e-02 3.931569409452648212e-03
7.886265510499970710e-02 -1.252640725384834841e-02 2.985951952246754248e-03
7.940514810618776176e-02 -1.168374979726304053e-02 4.457101468206770001e-03
7.878661561714442318e-02 -1.258693579980255106e-02 3.997969223378028403e-03
7.926205733336016968e-02 -1.163129490907099939e-02 3.937455101260686763e-03
7.908817668005985180e-02 -1.311154692841183522e-02 2.914555491824469269e-03
7.971827562432257097e-02 -1.055140146350455610e-02 4.173873567050984112e-03
7.858970661471656460e-02 -1.161638317989514835e-02 4.774428951177162039e-03
7.838381015435708088e-02 -1.201578676452798311e-02 4.196202111217892106e-03
7.937133187952213897e-02 -1.202556712925183235e-02 4.085967912375393363e-03
7.850920433488176031e-02 -1.216862332359117116e-02 3.692307599541533314e-03
7.840258122067786384e-02 -1.278027039951359911e-02 3.649757044871512757e-03
7.896162236254564148e-02 -1.154765228499179952e-02 4.974285919281132284e-03
7.875537651365613345e-02 -1.215552599932814837e-02 3.600724934779989117e-03
