k1 k2 k3
7.902168793225880505e-02 -1.519180590741966985e-02 4.679027757500758833e-03
7.996352433548684080e-02 -1.565080297972067103e-02 5.405816368946478323e-03
7.981947674409367588e-02 -1.504114073852581834e-02 3.699547065457609030e-03
7.932927117487972857e-02 -1.536700535928460509e-02 3.234921007030683304e-03
7.932599532748998983e-02 -1.516397526628796011e-02 4.107936149330110309e-03
7.935634404643251982e-02 -1.471985125117908355e-02 4.269999050445977273e-03
7.945734507359639154e-02 -1.437727081832426701e-02 4.308256795792636540e-03
7.846622122976695812e-02 -1.538702516677706300e-02 4.591132176831519418e-03
7.986737580884029075e-02 -1.390318557893871487e-02 5.235907596771061101e-03
8.048985686012860574e-02 -1.442852833422034187e-02 2.107550468704297297e-03
7.951424250681651817e-02 -1.500355696334594591e-02 4.282596658269355316e-03
7.893759811693057404e-02 -1.514113041816113336e-02 5.808067976746336680e-03
7.916478993859640823e-02 -1.399438382334459996e-02 6.422859525690813309e-03
7.900064620600241727e-02 -1.514120751622584360e-02 3.814978994895162900e-03
7.918288734101200377e-02 -1.551455991314679150e-02 5.304507497988719678e-03
7.904952646808224848e-02 -1.475350108235022606e-02 4.868244766148180358e-03
7.990654844866304507e-02 -1.406605250448487998e-02 4.708747425647558105e-03
7.991777813682413023e-02 -1.442182449548712331e-02 4.080654676369727119e-03
8.032314691876921153e-02 -1.473278759456954357e-02 3.988395395081958950e-03
8.010164883706011318e-02 -1.632580345947790001e-02 4.313613909036992378e-03
7.783635674741812283e-02 -1.457376241496659286e-02 4.819711553518193914e-03
8.020376343643981221e-02 -1.461654281765306651e-02 5.521369865711681091e-03
8.052108875148167311e-02 -1.326544097266782463e-02 4.438750848141714833e-03
7.999943089759478654e-02 -1.475432623619304939e-02 5.693558469176365766e-03
7.974682047053219258e-02 -1.546096183682654779e-02 3.737709420277207650e-03
8.097887401712963729e-02 -1.447273080552105573e-02 4.774497085391724016e-03
7.908443032442516452e-02 -1.436894753065801056e-02 4.900187483181925319e-03
8.073216840165436947e-02 -1.434404781623564717e-02 5.008761745159559520e-03
8.096739181420511966e-02 -1.371356533317594217e-02 5.620689110020088419e-03
7.966865802528719231e-02 -1.432501554228524099e-02 5.450137052308762220e-03
7.974682047053219258e-02 -1.546096183682654779e-02 3.737709420277207650e-03
8.059373356717045023e-02 -1.291043965796448423e-02 4.808287749909601061e-03
7.962876351597161784e-02 -1.392724085963301106e-02 5.052168351426827853e-03
7.843838446957837607e-02 -1.467918600798692741e-02 5.490426202351822438e-03
7.982341548624014016e-02 -1.392402797213541932e-02 5.389463540033598288e-03
7.952515431590595485e-02 -1.439723481451038456e-02 5.463111932354380862e-03
8.039344276367987874e-02 -1.433443487699107011e-02 3.275784178016549752e-03
7.862867760406841433e-02 -1.467963695395863022e-02 5.244682722545815357e-03
7.897371063587432793e-02 -1.372826435205395934e-02 5.736000309509339812e-03
7.999679186468541814e-02 -1.563624113114424341e-02 4.617070405507003872e-03
7.975101102692502830e-02 -1.443198202272651109e-02 5.141307727439481390e-03
7.959179732684656949e-02 -1.482653812507847557e-02 4.974353039290654865e-03
7.969392477841799605e-02 -1.421693507103048704e-02 5.561492275132765006e-03
7.957120814812099208e-02 -1.458199346869773483e-02 5.634949822882845405e-03
7.875990439854627101e-02 -1.461547415489447554e-02 4.406925146545948024e-03
7.936594684423850521e-02 -1.586657552957548845e-02 4.279139575114249139e-03
7.910824146832631798e-02 -1.466480310834476775e-02 5.123250528538375592e-03
7.970610559475477253e-02 -1.412836133151398887e-02 4.909482984757310153e-03
7.893825165705092850e-02 -1.510351732003924197e-02 5.744462941164624192e-03
7.889660977805798558e-02 -1.489631802849569753e-02 4.665204698130503980e-03
7.944210037722426732e-02 -1.404920207912566110e-02 5.295723176043293234e-03
7.961705978029251507e-02 -1.338596356240777385e-02 4.506381207958792823e-03
7.942383071882203049e-02 -1.597943686703318100e-02 5.839713282366792990e-03
7.904543555272022792e-02 -1.552648247993315689e-02 5.235855330784661144e-03
7.801980880152101228e-02 -1.565289198761425637e-02 4.304617081773057241e-03
7.923560611924682084e-02 -1.531506384144247501e-02 5.357258693978100839e-03
7.978124074812936728e-02 -1.349308979520821850e-02 5.184376432406545554e-03
7.957990492494665391e-02 -1.432859613890483108e-02 4.493782634250459429e-03
7.999004827923272831e-02 -1.438362988585482893e-02 5.468481555697859986e-03
